Area,Maximum sustained wind (in knots),Year,Month,Day,Path_ID,Order of points,Latitude,Longitude,Name,Hours,Minutes
Atlantic,25,2004,9,21,2004-9,83,25.2,-82.8,Ivan,18,0
Atlantic,25,2004,9,22,2004-9,84,24.8,-84.1,Ivan,0,0
Atlantic,25,2004,9,22,2004-9,85,25.1,-86.1,Ivan,6,0
Atlantic,25,2004,9,22,2004-9,86,26,-87.3,Ivan,12,0
Atlantic,30,2004,9,22,2004-9,87,26.5,-88.6,Ivan,18,0
Atlantic,35,2004,9,23,2004-9,88,27.1,-89.5,Ivan,0,0
Atlantic,35,2004,9,23,2004-9,89,27.9,-91,Ivan,6,0
Atlantic,50,2004,9,23,2004-9,90,28.9,-92.2,Ivan,12,0
Atlantic,40,2004,9,23,2004-9,91,29.2,-92.7,Ivan,18,0
Atlantic,30,2004,9,24,2004-9,92,29.6,-93.2,Ivan,0,0
Atlantic,30,2004,9,24,2004-9,93,29.8,-93.6,Ivan,2,0
Atlantic,25,2004,9,24,2004-9,94,30.1,-94.2,Ivan,6,0
Atlantic,25,2004,9,7,2004-10,1,31.5,-39.7,Unnamed,12,0
Atlantic,25,2004,9,7,2004-10,2,31.7,-39.3,Unnamed,18,0
Atlantic,25,2004,9,8,2004-10,3,32,-38.7,Unnamed,0,0
Atlantic,25,2004,9,8,2004-10,4,32.3,-38.1,Unnamed,6,0
Atlantic,25,2004,9,8,2004-10,5,32.8,-37.1,Unnamed,12,0
Atlantic,25,2004,9,8,2004-10,6,33.8,-36,Unnamed,18,0
Atlantic,30,2004,9,9,2004-10,7,35.3,-35,Unnamed,0,0
Atlantic,30,2004,9,9,2004-10,8,36.2,-34.3,Unnamed,6,0
Atlantic,30,2004,9,9,2004-10,9,36.5,-33.6,Unnamed,12,0
Atlantic,30,2004,9,9,2004-10,10,36,-33.4,Unnamed,18,0
Atlantic,30,2004,9,10,2004-10,11,35.7,-32.3,Unnamed,0,0
Atlantic,25,2004,9,10,2004-10,12,35.5,-31,Unnamed,6,0
Atlantic,20,2004,9,10,2004-10,13,35.3,-29.5,Unnamed,12,0
Atlantic,25,2004,9,13,2004-11,1,15.9,-60,Jeanne,18,0
Atlantic,25,2004,9,14,2004-11,2,16,-60.7,Jeanne,0,0
Atlantic,30,2004,9,14,2004-11,3,16.2,-61.3,Jeanne,4,0
Atlantic,30,2004,9,14,2004-11,4,16.3,-61.5,Jeanne,6,0
Atlantic,35,2004,9,14,2004-11,5,16.4,-62.6,Jeanne,12,0
Atlantic,50,2004,9,14,2004-11,6,16.7,-63.5,Jeanne,18,0
Atlantic,55,2004,9,15,2004-11,7,17.1,-64,Jeanne,0,0
Atlantic,55,2004,9,15,2004-11,8,17.2,-64.8,Jeanne,6,0
Atlantic,60,2004,9,15,2004-11,9,17.6,-65.4,Jeanne,12,0
Atlantic,60,2004,9,15,2004-11,10,18,-66,Jeanne,16,0
Atlantic,60,2004,9,15,2004-11,11,18.1,-66.2,Jeanne,18,0
Atlantic,60,2004,9,16,2004-11,12,18.5,-67.1,Jeanne,0,0
Atlantic,60,2004,9,16,2004-11,13,18.6,-67.8,Jeanne,6,0
Atlantic,70,2004,9,16,2004-11,14,18.6,-68.3,Jeanne,11,0
Atlantic,70,2004,9,16,2004-11,15,18.6,-68.5,Jeanne,12,0
Atlantic,65,2004,9,16,2004-11,16,18.8,-69,Jeanne,18,0
Atlantic,60,2004,9,17,2004-11,17,19.2,-69.4,Jeanne,0,0
Atlantic,55,2004,9,17,2004-11,18,19.4,-69.9,Jeanne,6,0
Atlantic,50,2004,9,17,2004-11,19,19.7,-70.7,Jeanne,12,0
Atlantic,30,2004,9,17,2004-11,20,20,-71.6,Jeanne,18,0
Atlantic,40,2004,9,18,2004-11,21,20.2,-72,Jeanne,0,0
Atlantic,45,2004,9,18,2004-11,22,20.4,-72.5,Jeanne,6,0
Atlantic,45,2004,9,18,2004-11,23,21.2,-72.8,Jeanne,12,0
Atlantic,40,2004,9,18,2004-11,24,21.7,-72.3,Jeanne,18,0
Atlantic,40,2004,9,19,2004-11,25,22.2,-72.2,Jeanne,0,0
Atlantic,40,2004,9,19,2004-11,26,22.8,-72.3,Jeanne,6,0
Atlantic,40,2004,9,19,2004-11,27,23.5,-72.5,Jeanne,12,0
Atlantic,45,2004,9,19,2004-11,28,24.2,-72.3,Jeanne,18,0
Atlantic,50,2004,9,20,2004-11,29,24.8,-72.1,Jeanne,0,0
Atlantic,55,2004,9,20,2004-11,30,25.5,-72,Jeanne,6,0
Atlantic,60,2004,9,20,2004-11,31,26.6,-71.7,Jeanne,12,0
Atlantic,75,2004,9,20,2004-11,32,27.2,-71.4,Jeanne,18,0
Atlantic,75,2004,9,21,2004-11,33,27.4,-70.8,Jeanne,0,0
Atlantic,75,2004,9,21,2004-11,34,27.6,-70.2,Jeanne,6,0
Atlantic,75,2004,9,21,2004-11,35,27.6,-69.5,Jeanne,12,0
Atlantic,75,2004,9,21,2004-11,36,27.4,-69.2,Jeanne,18,0
Atlantic,80,2004,9,22,2004-11,37,27.2,-68.9,Jeanne,0,0
Atlantic,85,2004,9,22,2004-11,38,26.8,-68.7,Jeanne,6,0
Atlantic,85,2004,9,22,2004-11,39,26.5,-68.5,Jeanne,12,0
Atlantic,85,2004,9,22,2004-11,40,26.2,-68.8,Jeanne,18,0
Atlantic,85,2004,9,23,2004-11,41,25.7,-69,Jeanne,0,0
Atlantic,85,2004,9,23,2004-11,42,25.5,-69.3,Jeanne,6,0
Atlantic,80,2004,9,23,2004-11,43,25.5,-69.6,Jeanne,12,0
Atlantic,75,2004,9,23,2004-11,44,25.8,-70,Jeanne,18,0
Atlantic,70,2004,9,24,2004-11,45,26,-70.4,Jeanne,0,0
Atlantic,75,2004,9,24,2004-11,46,26.1,-71.2,Jeanne,6,0
Atlantic,80,2004,9,24,2004-11,47,26.2,-72.2,Jeanne,12,0
Atlantic,85,2004,9,24,2004-11,48,26.4,-73.1,Jeanne,18,0
Atlantic,85,2004,9,25,2004-11,49,26.4,-74.3,Jeanne,0,0
Atlantic,90,2004,9,25,2004-11,50,26.5,-75.6,Jeanne,6,0
Atlantic,100,2004,9,25,2004-11,51,26.6,-76.9,Jeanne,12,0
Atlantic,100,2004,9,25,2004-11,52,26.7,-77.3,Jeanne,14,0
Atlantic,105,2004,9,25,2004-11,53,26.9,-78.2,Jeanne,18,0
Atlantic,105,2004,9,26,2004-11,54,27.1,-79.4,Jeanne,0,0
Atlantic,105,2004,9,26,2004-11,55,27.2,-80.2,Jeanne,4,0
Atlantic,95,2004,9,26,2004-11,56,27.3,-80.6,Jeanne,6,0
Atlantic,75,2004,9,26,2004-11,57,27.7,-81.6,Jeanne,12,0
Atlantic,55,2004,9,26,2004-11,58,28.3,-82.3,Jeanne,18,0
Atlantic,45,2004,9,27,2004-11,59,29.3,-82.7,Jeanne,0,0
Atlantic,40,2004,9,27,2004-11,60,30.1,-83.3,Jeanne,6,0
Atlantic,35,2004,9,27,2004-11,61,31.1,-83.9,Jeanne,12,0
Atlantic,30,2004,9,27,2004-11,62,32.5,-83.6,Jeanne,18,0
Atlantic,25,2004,9,28,2004-11,63,33.2,-83.2,Jeanne,0,0
Atlantic,20,2004,9,28,2004-11,64,34.1,-82.4,Jeanne,6,0
Atlantic,20,2004,9,28,2004-11,65,35.4,-81,Jeanne,12,0
Atlantic,25,2004,9,28,2004-11,66,37.3,-78.4,Jeanne,18,0
Atlantic,25,2004,9,29,2004-11,67,38.3,-76.4,Jeanne,0,0
Atlantic,35,2004,9,29,2004-11,68,38.8,-74.7,Jeanne,6,0
Atlantic,35,2004,9,29,2004-11,69,38.5,-72.5,Jeanne,12,0
Atlantic,30,2004,9,16,2004-12,1,11.2,-29.2,Karl,6,0
Atlantic,30,2004,9,16,2004-12,2,11.2,-30.7,Karl,12,0
Atlantic,35,2004,9,16,2004-12,3,11.2,-32.1,Karl,18,0
Atlantic,40,2004,9,17,2004-12,4,11.2,-33.3,Karl,0,0
Atlantic,50,2004,9,17,2004-12,5,11.6,-34.4,Karl,6,0
Atlantic,55,2004,9,17,2004-12,6,12.1,-35.3,Karl,12,0
Atlantic,55,2004,9,17,2004-12,7,13,-36,Karl,18,0
Atlantic,70,2004,9,18,2004-12,8,13.9,-37,Karl,0,0
Atlantic,85,2004,9,18,2004-12,9,14.5,-38,Karl,6,0
Atlantic,90,2004,9,18,2004-12,10,15,-38.8,Karl,12,0
Atlantic,95,2004,9,18,2004-12,11,15.6,-39.7,Karl,18,0
Atlantic,95,2004,9,19,2004-12,12,15.9,-40.8,Karl,0,0
Atlantic,100,2004,9,19,2004-12,13,16,-41.6,Karl,6,0
Atlantic,105,2004,9,19,2004-12,14,16.3,-42.4,Karl,12,0
Atlantic,110,2004,9,19,2004-12,15,16.7,-43.4,Karl,18,0
Atlantic,110,2004,9,20,2004-12,16,16.8,-44.5,Karl,0,0
Atlantic,115,2004,9,20,2004-12,17,17,-45.2,Karl,6,0
Atlantic,110,2004,9,20,2004-12,18,17.5,-46,Karl,12,0
Atlantic,110,2004,9,20,2004-12,19,18.1,-46.5,Karl,18,0
Atlantic,120,2004,9,21,2004-12,20,18.7,-47,Karl,0,0
Atlantic,125,2004,9,21,2004-12,21,19.6,-47.3,Karl,6,0
Atlantic,120,2004,9,21,2004-12,22,20.8,-47.8,Karl,12,0
Atlantic,105,2004,9,21,2004-12,23,22.3,-48.3,Karl,18,0
Atlantic,100,2004,9,22,2004-12,24,23.7,-48.8,Karl,0,0
Atlantic,95,2004,9,22,2004-12,25,24.9,-49.4,Karl,6,0
Atlantic,90,2004,9,22,2004-12,26,26.2,-49.5,Karl,12,0
Atlantic,90,2004,9,22,2004-12,27,27.5,-48.7,Karl,18,0
Atlantic,95,2004,9,23,2004-12,28,29,-47.7,Karl,0,0
Atlantic,110,2004,9,23,2004-12,29,30.7,-46.3,Karl,6,0
Atlantic,105,2004,9,23,2004-12,30,32.5,-44.4,Karl,12,0
Atlantic,90,2004,9,23,2004-12,31,34.5,-43,Karl,18,0
Atlantic,80,2004,9,24,2004-12,32,36.8,-41.9,Karl,0,0
Atlantic,75,2004,9,24,2004-12,33,39.5,-41.2,Karl,6,0
Atlantic,70,2004,9,24,2004-12,34,42.6,-40.5,Karl,12,0
Atlantic,65,2004,9,24,2004-12,35,45.5,-40.5,Karl,18,0
Atlantic,55,2004,9,25,2004-12,36,48.1,-40.5,Karl,0,0
Atlantic,55,2004,9,25,2004-12,37,50.4,-38.9,Karl,6,0
Atlantic,55,2004,9,25,2004-12,38,53,-36.5,Karl,12,0
Atlantic,55,2004,9,25,2004-12,39,56.1,-32,Karl,18,0
Atlantic,55,2004,9,26,2004-12,40,59.5,-26,Karl,0,0
Atlantic,55,2004,9,26,2004-12,41,62,-17,Karl,6,0
Atlantic,60,2004,9,26,2004-12,42,63.5,-8,Karl,12,0
Atlantic,60,2004,9,26,2004-12,43,64,-2,Karl,18,0
Atlantic,55,2004,9,27,2004-12,44,64,2.5,Karl,18,0
Atlantic,45,2004,9,27,2004-12,45,64.5,7,Karl,0,0
Atlantic,40,2004,9,27,2004-12,46,65,10.5,Karl,6,0
Atlantic,35,2004,9,27,2004-12,47,65.3,12,Karl,12,0
Atlantic,30,2004,9,28,2004-12,48,65.5,13.5,Karl,18,0
Atlantic,30,2004,9,19,2004-13,1,13.3,-32.4,Lisa,0,0
Atlantic,30,2004,9,20,2004-13,2,13.3,-33.3,Lisa,6,0
Atlantic,30,2004,9,20,2004-13,3,13.4,-34.3,Lisa,12,0
Atlantic,40,2004,9,20,2004-13,4,13.5,-35.4,Lisa,18,0
Atlantic,50,2004,9,20,2004-13,5,13.7,-36.4,Lisa,0,0
Atlantic,55,2004,9,21,2004-13,6,13.7,-37.4,Lisa,6,0
Atlantic,60,2004,9,21,2004-13,7,13.9,-38.3,Lisa,12,0
Atlantic,60,2004,9,21,2004-13,8,14.1,-39.1,Lisa,18,0
Atlantic,60,2004,9,21,2004-13,9,14.3,-39.7,Lisa,0,0
Atlantic,55,2004,9,22,2004-13,10,14.4,-40.2,Lisa,6,0
Atlantic,50,2004,9,22,2004-13,11,14.4,-40.6,Lisa,12,0
Atlantic,45,2004,9,22,2004-13,12,14.2,-41.1,Lisa,18,0
Atlantic,45,2004,9,22,2004-13,13,13.9,-41.5,Lisa,0,0
Atlantic,45,2004,9,23,2004-13,14,13.2,-41.4,Lisa,6,0
Atlantic,40,2004,9,23,2004-13,15,13,-40.6,Lisa,12,0
Atlantic,35,2004,9,23,2004-13,16,13.1,-40,Lisa,18,0
Atlantic,30,2004,9,23,2004-13,17,14.3,-40.5,Lisa,0,0
Atlantic,30,2004,9,24,2004-13,18,14.3,-41.7,Lisa,6,0
Atlantic,40,2004,9,24,2004-13,19,13.8,-42.4,Lisa,12,0
Atlantic,35,2004,9,24,2004-13,20,13.9,-43.2,Lisa,18,0
Atlantic,30,2004,9,24,2004-13,21,14,-43.8,Lisa,0,0
Atlantic,30,2004,9,25,2004-13,22,14.3,-44.4,Lisa,6,0
Atlantic,35,2004,9,25,2004-13,23,14.9,-44.9,Lisa,12,0
Atlantic,45,2004,9,25,2004-13,24,15.7,-45.4,Lisa,18,0
Atlantic,45,2004,9,25,2004-13,25,16.7,-45.7,Lisa,0,0
Atlantic,45,2004,9,26,2004-13,26,17.4,-45.8,Lisa,6,0
Atlantic,50,2004,9,26,2004-13,27,18,-45.9,Lisa,12,0
Atlantic,55,2004,9,26,2004-13,28,18.7,-46,Lisa,18,0
Atlantic,50,2004,9,26,2004-13,29,19.2,-46,Lisa,0,0
Atlantic,45,2004,9,27,2004-13,30,19.6,-46,Lisa,6,0
Atlantic,45,2004,9,27,2004-13,31,20,-46.1,Lisa,12,0
Atlantic,45,2004,9,27,2004-13,32,20.6,-46.2,Lisa,18,0
Atlantic,40,2004,9,27,2004-13,33,21.3,-46.2,Lisa,0,0
Atlantic,40,2004,9,28,2004-13,34,22,-46.4,Lisa,6,0
Atlantic,40,2004,9,28,2004-13,35,23,-46.5,Lisa,12,0
Atlantic,45,2004,9,28,2004-13,36,24.3,-46.5,Lisa,18,0
Atlantic,55,2004,9,28,2004-13,37,25.4,-46.5,Lisa,0,0
Atlantic,60,2004,9,29,2004-13,38,26.4,-46.4,Lisa,6,0
Atlantic,60,2004,9,29,2004-13,39,27.5,-46.2,Lisa,12,0
Atlantic,60,2004,9,29,2004-13,40,28.9,-45.8,Lisa,18,0
Atlantic,60,2004,9,29,2004-13,41,30.1,-45.8,Lisa,0,0
Atlantic,60,2004,9,30,2004-13,42,31.1,-46.1,Lisa,6,0
Atlantic,55,2004,9,30,2004-13,43,32,-46.7,Lisa,12,0
Atlantic,50,2004,9,30,2004-13,44,32.4,-47.3,Lisa,18,0
Atlantic,45,2004,9,30,2004-13,45,33.1,-47.8,Lisa,0,0
Atlantic,50,2004,10,1,2004-13,46,34.1,-47.8,Lisa,6,0
Atlantic,55,2004,10,1,2004-13,47,35.1,-47.6,Lisa,12,0
Atlantic,60,2004,10,1,2004-13,48,36.3,-47,Lisa,18,0
Atlantic,60,2004,10,1,2004-13,49,37.7,-45.8,Lisa,0,0
Atlantic,60,2004,10,2,2004-13,50,38.9,-43.8,Lisa,6,0
Atlantic,65,2004,10,2,2004-13,51,40.3,-41.6,Lisa,12,0
Atlantic,65,2004,10,2,2004-13,52,41.6,-39.1,Lisa,18,0
Atlantic,55,2004,10,2,2004-13,53,42.8,-36,Lisa,0,0
Atlantic,50,2004,10,3,2004-13,54,43.8,-33,Lisa,6,0
Atlantic,45,2004,10,3,2004-13,55,44.5,-30,Lisa,12,0
Atlantic,30,2004,10,8,2004-14,1,24,-95.4,Matthew,18,0
Atlantic,35,2004,10,8,2004-14,2,24.1,-94.2,Matthew,0,0
Atlantic,40,2004,10,9,2004-14,3,24.6,-93.7,Matthew,6,0
Atlantic,35,2004,10,9,2004-14,4,25.3,-93.2,Matthew,11,0
Atlantic,35,2004,10,9,2004-14,5,26.3,-92.8,Matthew,12,0
Atlantic,40,2004,10,9,2004-14,6,26.8,-92,Matthew,18,0
Atlantic,40,2004,10,10,2004-14,7,27.3,-91.4,Matthew,0,0
Atlantic,40,2004,10,10,2004-14,8,28.1,-91.2,Matthew,6,0
Atlantic,35,2004,10,10,2004-14,9,29.2,-91,Matthew,0,0
Atlantic,30,2004,10,10,2004-14,10,29.4,-90.9,Matthew,6,0
Atlantic,25,2004,10,10,2004-14,11,30.4,-90.9,Matthew,12,0
Atlantic,25,2004,10,11,2004-14,12,32,-91,Matthew,18,0
Atlantic,20,2004,10,11,2004-14,13,33.6,-91.9,Matthew,0,0
Atlantic,40,2004,10,10,2004-15,1,30,-65.2,Nicole,6,0
Atlantic,40,2004,10,10,2004-15,2,31,-66.3,Nicole,12,0
Atlantic,40,2004,10,10,2004-15,3,31.5,-66.5,Nicole,18,0
Atlantic,40,2004,10,10,2004-15,4,32.1,-66.5,Nicole,0,0
Atlantic,40,2004,10,11,2004-15,5,32.9,-65.5,Nicole,6,0
Atlantic,40,2004,10,11,2004-15,6,34.3,-63.9,Nicole,12,0
Atlantic,45,2004,10,11,2004-15,7,36,-61.8,Nicole,18,0
Atlantic,45,2004,10,11,2004-15,8,38.5,-60.5,Nicole,0,0
Atlantic,30,2004,11,26,2004-16,1,28,-40,Otto,6,0
Atlantic,35,2004,11,26,2004-16,2,27.3,-41,Otto,12,0
Atlantic,35,2004,11,26,2004-16,3,26.5,-41.9,Otto,18,0
Atlantic,35,2004,11,26,2004-16,4,26.8,-42.5,Otto,0,0
Atlantic,35,2004,11,27,2004-16,5,26.8,-43.2,Otto,6,0
Atlantic,35,2004,11,27,2004-16,6,26.7,-43.8,Otto,12,0
Atlantic,35,2004,11,27,2004-16,7,26.4,-44.3,Otto,18,0
Atlantic,35,2004,11,27,2004-16,8,26.2,-44.4,Otto,0,0
Atlantic,35,2004,11,28,2004-16,9,26.3,-44.1,Otto,6,0
Atlantic,35,2004,11,28,2004-16,10,27.4,-43.9,Otto,12,0
Atlantic,35,2004,11,28,2004-16,11,28.2,-44,Otto,18,0
Atlantic,35,2004,11,28,2004-16,12,28.7,-45.1,Otto,0,0
Atlantic,35,2004,11,29,2004-16,13,28.8,-46.5,Otto,6,0
Atlantic,40,2004,11,29,2004-16,14,29,-47.8,Otto,12,0
Atlantic,40,2004,11,29,2004-16,15,29.6,-47.9,Otto,18,0
Atlantic,45,2004,11,29,2004-16,16,30.2,-48.8,Otto,0,0
Atlantic,45,2004,11,30,2004-16,17,30.7,-49.7,Otto,6,0
Atlantic,45,2004,11,30,2004-16,18,30.9,-50.5,Otto,12,0
Atlantic,40,2004,11,30,2004-16,19,31.3,-51,Otto,18,0
Atlantic,40,2004,11,30,2004-16,20,31.7,-51,Otto,0,0
Atlantic,40,2004,12,1,2004-16,21,31.8,-50.9,Otto,6,0
Atlantic,40,2004,12,1,2004-16,22,31.9,-50.8,Otto,12,0
Atlantic,40,2004,12,1,2004-16,23,31.6,-50.4,Otto,18,0
Atlantic,35,2004,12,1,2004-16,24,31,-50.1,Otto,0,0
Atlantic,35,2004,12,2,2004-16,25,30.5,-49.9,Otto,6,0
Atlantic,35,2004,12,2,2004-16,26,29.9,-50.1,Otto,12,0
Atlantic,30,2004,12,2,2004-16,27,29.1,-50.4,Otto,18,0
Atlantic,30,2004,12,2,2004-16,28,28.5,-50.1,Otto,0,0
Atlantic,30,2004,12,3,2004-16,29,27.9,-50.1,Otto,6,0
Atlantic,30,2004,12,3,2004-16,30,27.2,-50.2,Otto,12,0
Atlantic,30,2004,12,3,2004-16,31,26.5,-50.3,Otto,18,0
Atlantic,25,2004,12,3,2004-16,32,26.2,-50.6,Otto,0,0
Atlantic,25,2004,12,4,2004-16,33,25.8,-50.2,Otto,6,0
Atlantic,25,2004,12,4,2004-16,34,25.4,-50.1,Otto,12,0
Atlantic,25,2004,12,4,2004-16,35,25,-50.4,Otto,18,0
Atlantic,25,2004,12,4,2004-16,36,25.1,-50.9,Otto,0,0
Atlantic,20,2004,12,5,2004-16,37,25.5,-51.1,Otto,6,0
Atlantic,20,2004,12,5,2004-16,38,25.9,-51.1,Otto,12,0
Atlantic,20,2004,12,5,2004-16,39,26.1,-51.4,Otto,18,0
Atlantic,25,2005,6,8,2005-1,1,16.9,-84,Arlene,0,0
Atlantic,30,2005,6,9,2005-1,2,17.4,-83.9,Arlene,6,0
Atlantic,35,2005,6,9,2005-1,3,18.2,-83.9,Arlene,8,0
Atlantic,35,2005,6,9,2005-1,4,19,-84,Arlene,12,0
Atlantic,35,2005,6,9,2005-1,5,19.7,-84.1,Arlene,18,0
Atlantic,40,2005,6,10,2005-1,6,20.4,-84.2,Arlene,0,0
Atlantic,45,2005,6,10,2005-1,7,21.2,-84.4,Arlene,1,0
Atlantic,45,2005,6,10,2005-1,8,21.8,-84.5,Arlene,6,0
Atlantic,50,2005,6,10,2005-1,9,23,-84.7,Arlene,12,0
Atlantic,55,2005,6,10,2005-1,10,24.9,-85.1,Arlene,18,0
Atlantic,60,2005,6,11,2005-1,11,26.5,-85.6,Arlene,19,0
Atlantic,60,2005,6,11,2005-1,12,26.5,-85.6,Arlene,0,0
Atlantic,60,2005,6,11,2005-1,13,27.7,-86.8,Arlene,6,0
Atlantic,55,2005,6,11,2005-1,14,28.9,-87.2,Arlene,12,0
Atlantic,50,2005,6,11,2005-1,15,30.1,-87.5,Arlene,18,0
Atlantic,50,2005,6,11,2005-1,16,30.3,-87.5,Arlene,0,0
Atlantic,30,2005,6,12,2005-1,17,31.4,-87.6,Arlene,6,0
Atlantic,25,2005,6,12,2005-1,18,32.7,-87.7,Arlene,12,0
Atlantic,20,2005,6,12,2005-1,19,35,-88,Arlene,18,0
Atlantic,20,2005,6,12,2005-1,20,37,-87.8,Arlene,0,0
Atlantic,20,2005,6,13,2005-1,21,38.5,-87.5,Arlene,6,0
Atlantic,20,2005,6,13,2005-1,22,40.5,-86,Arlene,18,0
Atlantic,20,2005,6,13,2005-1,23,42,-85,Arlene,22,35
Atlantic,20,2005,6,13,2005-1,24,43,-84,Arlene,0,0
Atlantic,20,2005,6,14,2005-1,25,43.7,-81.1,Arlene,6,0
Atlantic,20,2005,6,14,2005-1,26,44.8,-77.6,Arlene,12,0
Atlantic,30,2005,6,28,2005-2,1,19.7,-95.4,Bret,18,0
Atlantic,35,2005,6,28,2005-2,2,19.9,-95.7,Bret,0,0
Atlantic,35,2005,6,29,2005-2,3,20,-95.8,Bret,18,0
Atlantic,35,2005,6,29,2005-2,4,20.4,-96.4,Bret,0,0
Atlantic,35,2005,6,29,2005-2,5,20.8,-97.3,Bret,3,30
Atlantic,25,2005,6,29,2005-2,6,21.4,-98.1,Bret,6,0
Atlantic,25,2005,6,30,2005-2,7,22,-98.5,Bret,12,0
Atlantic,30,2005,7,3,2005-3,1,18.3,-86.7,Cindy,18,0
Atlantic,30,2005,7,4,2005-3,2,18.6,-87.2,Cindy,0,0
Atlantic,30,2005,7,4,2005-3,3,19,-87.6,Cindy,6,0
Atlantic,30,2005,7,4,2005-3,4,19.3,-87.9,Cindy,12,0
Atlantic,25,2005,7,4,2005-3,5,20.9,-88.5,Cindy,18,0
Atlantic,30,2005,7,4,2005-3,6,22.3,-89,Cindy,0,0
Atlantic,30,2005,7,5,2005-3,7,23.9,-89.7,Cindy,3,0
Atlantic,35,2005,7,5,2005-3,8,25.1,-90.2,Cindy,6,0
Atlantic,45,2005,7,5,2005-3,9,26.4,-90.4,Cindy,9,0
Atlantic,60,2005,7,5,2005-3,10,27.6,-90.5,Cindy,12,0
Atlantic,65,2005,7,6,2005-3,11,28.5,-90.3,Cindy,18,0
Atlantic,65,2005,7,6,2005-3,12,29.2,-90.1,Cindy,0,0
Atlantic,50,2005,7,6,2005-3,13,29.6,-90,Cindy,6,0
Atlantic,45,2005,7,6,2005-3,14,30.2,-89.5,Cindy,12,0
Atlantic,40,2005,7,6,2005-3,15,30.8,-88.9,Cindy,18,0
Atlantic,30,2005,7,6,2005-3,16,31.6,-88.1,Cindy,0,0
Atlantic,25,2005,7,7,2005-3,17,32.4,-87.2,Cindy,6,0
Atlantic,20,2005,7,7,2005-3,18,33.2,-86.2,Cindy,12,0
Atlantic,20,2005,7,7,2005-3,19,34.6,-84.1,Cindy,18,0
Atlantic,20,2005,7,7,2005-3,20,35.6,-81.8,Cindy,0,0
Atlantic,20,2005,7,8,2005-3,21,37.1,-80,Cindy,6,0
Atlantic,20,2005,7,8,2005-3,22,37.8,-78.3,Cindy,12,0
Atlantic,25,2005,7,8,2005-3,23,38.4,-76.7,Cindy,18,0
Atlantic,25,2005,7,8,2005-3,24,39.1,-74.8,Cindy,0,0
Atlantic,25,2005,7,9,2005-3,25,39.5,-72,Cindy,6,0
Atlantic,25,2005,7,9,2005-3,26,40.8,-70.7,Cindy,12,0
Atlantic,30,2005,7,9,2005-3,27,41.6,-69.8,Cindy,18,0
Atlantic,30,2005,7,9,2005-3,28,43.5,-69.6,Cindy,0,0
Atlantic,30,2005,7,10,2005-3,29,44.9,-69.8,Cindy,6,0
Atlantic,30,2005,7,10,2005-3,30,45.5,-70,Cindy,18,0
Atlantic,25,2005,7,10,2005-3,31,46.5,-67.6,Cindy,21,0
Atlantic,20,2005,7,10,2005-3,32,48,-66.4,Cindy,0,0
Atlantic,20,2005,7,11,2005-3,33,48.5,-64.5,Cindy,6,0
Atlantic,20,2005,7,11,2005-3,34,48.5,-62.5,Cindy,12,0
Atlantic,25,2005,7,4,2005-4,1,12,-60.8,Dennis,18,0
Atlantic,30,2005,7,4,2005-4,2,12.1,-61.6,Dennis,0,0
Atlantic,30,2005,7,5,2005-4,3,12.2,-62.5,Dennis,6,0
Atlantic,30,2005,7,5,2005-4,4,12.5,-64.2,Dennis,12,0
Atlantic,35,2005,7,5,2005-4,5,13,-65.9,Dennis,18,0
Atlantic,40,2005,7,5,2005-4,6,13.6,-67.3,Dennis,0,0
Atlantic,45,2005,7,6,2005-4,7,14.3,-68.5,Dennis,6,0
Atlantic,50,2005,7,6,2005-4,8,14.7,-69.7,Dennis,12,0
Atlantic,55,2005,7,6,2005-4,9,15.1,-70.9,Dennis,18,0
Atlantic,60,2005,7,6,2005-4,10,15.6,-71.9,Dennis,0,0
Atlantic,70,2005,7,7,2005-4,11,16.2,-73,Dennis,2,45
Atlantic,80,2005,7,7,2005-4,12,16.7,-74.1,Dennis,6,0
Atlantic,90,2005,7,7,2005-4,13,17.6,-74.9,Dennis,12,0
Atlantic,100,2005,7,7,2005-4,14,18.5,-76.1,Dennis,18,0
Atlantic,120,2005,7,8,2005-4,15,19.4,-77.1,Dennis,18,45
Atlantic,120,2005,7,8,2005-4,16,19.9,-77.6,Dennis,0,0
Atlantic,110,2005,7,8,2005-4,17,20.3,-78.4,Dennis,6,0
Atlantic,130,2005,7,8,2005-4,18,20.9,-79.5,Dennis,12,0
Atlantic,120,2005,7,8,2005-4,19,22,-80.6,Dennis,18,0
Atlantic,120,2005,7,8,2005-4,20,22.1,-80.7,Dennis,0,0
Atlantic,100,2005,7,9,2005-4,21,22.7,-81.6,Dennis,6,0
Atlantic,75,2005,7,9,2005-4,22,23.4,-82.5,Dennis,12,0
Atlantic,80,2005,7,9,2005-4,23,24.3,-83.4,Dennis,18,0
Atlantic,90,2005,7,9,2005-4,24,25.2,-84.2,Dennis,19,30
Atlantic,110,2005,7,10,2005-4,25,26.1,-85,Dennis,0,0
Atlantic,125,2005,7,10,2005-4,26,27.2,-85.8,Dennis,6,0
Atlantic,120,2005,7,10,2005-4,27,28.5,-86.3,Dennis,12,0
Atlantic,110,2005,7,10,2005-4,28,29.9,-86.9,Dennis,18,0
Atlantic,105,2005,7,10,2005-4,29,30.4,-87.1,Dennis,0,0
Atlantic,45,2005,7,11,2005-4,30,31.5,-87.7,Dennis,6,0
